Video ID,Author,Comment,Likes,Reply Count,Comment Date
VEF_xt-AYaM,@ismailrasid1501,"Hocam bu güzel video için teşekkür ederim, emeğinize sağlık! Peki hisselerde bölünmeler olabiliyor, dolayısıyla dolar bazında da grafikte fiyatı düşmüş oluyor, böyle bir durumda grafiği nasıl inceleyebiliriz?",0,0,2024-04-12T12:38:40Z
VEF_xt-AYaM,@AhmetBahçecioğlu-u3w,"Erdem Bey videonuzu yeni izliyorum ve çok beğendim,dip ve tepeleri nasıl işaretlediniz,açıklarmısınız?",0,0,2024-04-06T14:09:01Z
dxnonNY521c,@DogukanLive,"Kripto Para Eğitim Oynatma Listeleri: 

👁Binance Futures Eğitim Serisi: https://www.youtube.com/playlist?list=PLygdWzeugd9EZEJk_V0OTCyK0OnQBrlBF

👁Borsa Rehberi: https://www.youtube.com/playlist?list=PLygdWzeugd9H4gLlI67ARuRqk_7_Gde3R",5,1,2023-04-09T17:30:26Z
dxnonNY521c,@HuseyinYavsan-t1u,Selamlar kolay gelsin,0,0,2024-11-11T08:19:45Z
dxnonNY521c,@MountainTea-k2x,Üstad emeğine sağlık. Gerçekten sade ve on numara anlatım ile şimdi anladım. Sayenizde. Başarılarınızın devamını dilerim,0,0,2024-11-08T15:42:34Z
dxnonNY521c,@erkinulupnar6451,sesinden güven akıyor abi temel analizi izleyecektim sesin beni buraya çekti,0,0,2024-10-19T10:59:29Z
dxnonNY521c,@Zekaiİnce-y7t,Emeğine yüreğine sağlık olsun devamı olur inşallah,0,0,2024-10-11T20:01:01Z
dxnonNY521c,@ateskaya1829,Nerdeyse 5 saattir izliyorum seni izlediklerim arasinda en güzel ve anlamasi en kolay sekilde gösteren sensin abi iyiki varsın ❤,0,1,2024-10-06T17:42:09Z
dxnonNY521c,@glkmify,Birsürü kanal gezdim. En en en kısa anlatım buydu. Teşekkür ederim,0,0,2024-10-05T06:47:07Z
dxnonNY521c,@fight1night,Bu bilgiler kısa dönem için geçerli mi ??,0,1,2024-10-02T22:17:43Z
dxnonNY521c,@Pleeqx,Doğukan bey Kripto borsasında price action işliyormu ?,0,0,2024-09-29T12:00:50Z
dxnonNY521c,@TURK-tt5ty,en çok kazandıran basit olan  yanılma payıu az olan bir metod videosu yaparmısın  böyle bir video yaptıysanız  o videonun konu başlığını kopyalayıp cevap verirmisiniz,0,0,2024-09-02T14:27:36Z
dxnonNY521c,@TURK-tt5ty,çok iyi bilgiler verdiniz 👍,0,0,2024-09-02T14:22:13Z
dxnonNY521c,@murattopcuoglu5634,Ben yeniyim ve borsada işlem yapmak istiyorum devam ederseniz videolara memnun olurum temettüleri anlatmanızi bekliyorum👍,0,0,2024-08-31T15:37:01Z
dxnonNY521c,@isaak1689,Teşekkürler,0,0,2024-08-30T19:32:36Z
dxnonNY521c,@doguturkey,Hocam kriptoda grafik işi hikaye. Asıl tahtacı takibini öğrenmek lazım. Oyunu onlar kuruyor,0,0,2024-08-24T15:47:40Z
dxnonNY521c,@yavuzsrmal6393,"çok güzel basit ve net bir şekilde anlatmış, Ağzınıza sağlık Doğukan Bey, böyle video anlatımlarınızı bekliyoruz.",1,0,2024-08-12T16:34:13Z
dxnonNY521c,@dreamleaguesoccergamer8404,İki günde hayran oldum be abi kralsın 👑,0,0,2024-07-30T23:43:41Z
dxnonNY521c,@MN-NUR,abi davami gelsin,0,0,2024-07-28T12:08:34Z
dxnonNY521c,@ramazanozdemir8772,Binance globalden direk nasıl para çekebilirim bilgisi olan yardımcı olabilirmi,0,0,2024-07-17T18:56:03Z
dxnonNY521c,@Mrzafer57,devamını çekersen iyi olur  abi para lazım,0,0,2024-07-08T13:09:51Z
dxnonNY521c,@ikiqardas9899,Abi bu tür videolar gelsin.Seviliyorsun.,0,0,2024-07-01T21:58:13Z
FiBWzAIX_Kc,@ug8210,tesekkurler,0,0,2024-10-25T12:59:53Z
FiBWzAIX_Kc,@tayfuncelik6492,Yabanci borsalar icin de yapar misiniz,0,1,2024-10-03T11:42:33Z
FiBWzAIX_Kc,@samidemirkran1855,Emeğine sağlık teşekkürler hocam ♥️,0,0,2024-07-13T15:23:11Z
FiBWzAIX_Kc,@mtmt8623,"Selam 2024 den gelecekten geldimm... Benzin 42 TL/Litre... Dalır: 32,20 TL/ Dalır...",0,0,2024-06-05T14:56:23Z
FiBWzAIX_Kc,@atillaaydogar8579,"Hocam çok teşekkürler, sizi beğenerek takip ediyorum harikasınız.Bir sorum olacak bu kaufman hareketli ortalama ile Kıvanç hocanın yazdığı Mavilim arasındaki fark nedir ? Sizce hangisi daha etkili ?",0,1,2024-05-26T12:04:08Z
FiBWzAIX_Kc,@buanoan,Teşekkürler,0,0,2024-05-02T10:48:42Z
FiBWzAIX_Kc,@semihsemih6612,Kaç sene geçti hala arada bakar izlerim. Emeğinize sağlık hocam,0,0,2024-04-07T19:27:05Z
FiBWzAIX_Kc,@dilek2222,👏👏🍀🍀🌻🌻,0,0,2024-04-07T09:36:26Z
FiBWzAIX_Kc,@yldrmcs,"Tesekkurler, tek ekleyecegim sey bu videoya small cap stocklarda bu indicatorler cok anlamli olmuyor genelde fakat Apple, Amazon gibi big cap stocklarda veya SPY'da daha dogru calisiyor. Yalniz tabi bu indikatorlere bakarak her zaman para kazanamazsiniz, bunlar sadece fikir verir, yuksek olasiliklari gosterir yani, kesinlik vermez.",0,0,2024-04-06T05:31:55Z
FiBWzAIX_Kc,@Rahil-lz6gq,Yorumdaki arkadaşlara sormak istiyorum. Wave Trend with Crosses'da 15dklık bir mumda renk önce sarıya döndü ama sonra kırmızı oldu. Ne kadarlık bir sürelik sarı mumu alış fırsatı olarak kabul ediyorsunuz acaba?,0,0,2024-04-02T10:59:53Z
FiBWzAIX_Kc,@ataberkkaratas4571,"Selamlar hocam. Anlatımınız için teşekkürler. Bugün kanalınızı yeni keşfettim, tavrınız ve diksiyonunuz çok düzgün. Borsaya yeni başlayan birisi olarak sizden çok şey öğreneceğimi düşünüyorum.",0,0,2024-03-29T19:17:19Z
FiBWzAIX_Kc,@ismailkoker5131,hocam temettüler eklenmiş grafiği nasıl ayarlıyoruz??,0,0,2024-03-24T20:57:20Z
FiBWzAIX_Kc,@murata3449,"Dolar 5, Euro 6 lira 😂
Enflasyon lobisi uyurken çekilmiş. Teşekkürler hocam👍",0,0,2024-03-23T15:27:43Z
FiBWzAIX_Kc,@HUnsal-nt4yh,Tunç Bey anlatımınız çok iyi.,0,0,2024-03-20T21:30:54Z
FiBWzAIX_Kc,@TheUfuk09,Merhaba yatırım fon kısmını açtığımda fonlarını hepsini söstermiyor acaba nerede hata yapıyorum yardımcı olurmusunuz teşekkürler 🙏,0,0,2024-03-09T12:57:29Z
FiBWzAIX_Kc,@nataliyacanga8114,👏👏👏👏  teşekkürler,0,0,2024-03-05T14:37:23Z
FiBWzAIX_Kc,@LeventNizamoglu94,"2:25
5:25
8:43
11:00
13:30
19:15",1,0,2024-02-16T23:44:20Z
FiBWzAIX_Kc,@LeventNizamoglu94,2:30,1,0,2024-02-16T23:44:02Z
FiBWzAIX_Kc,@osmankarabacak5461,senden daha kral yok üstad teşekkürler,0,0,2024-02-16T20:33:16Z
FiBWzAIX_Kc,@aytenyilmaz7188,Tunö bey keşke sizi dahs önce izleseydim hem param hrm zamanımı kaybetmezdim o kadar üzüldüm ki anlatamam,0,0,2024-02-09T17:57:19Z
