Video ID,Author,Comment,Likes,Reply Count,Comment Date,Cleaned_Comments
m23iQ3uJrhs,@umitselen-ft9tp,teşekkürler,0,0,2024-02-07T22:00:54Z,['teşekkürler']
m23iQ3uJrhs,@hasanaligencer3270,şu videonun kıymeti çok fazla ama insanlar emeksiz tavan tavan kazanayım peşinde koşuyorlar. Bu anlatım başka hiçbir yerde yok. Teşekkürler Mete Hocam,3,0,2024-01-21T05:12:16Z,"['videonun', 'kıymeti', 'fazla', 'insanlar', 'emeksiz', 'tavan', 'tavan', 'kazanayım', 'peşinde', 'koşuyorlar', 'anlatım', 'başka', 'hiçbir', 'yerde', 'yok', 'teşekkürler', 'mete', 'hocam']"
m23iQ3uJrhs,@5mevsimturku838,emeklerinize sağlık hocam..Yalnız ziraat yatırımda şirket rasyolarına hangi sayfadan bakıyoruz?,0,0,2024-01-01T14:09:05Z,"['emeklerinize', 'sağlık', 'hocamyalnız', 'ziraat', 'yatırımda', 'şirket', 'rasyolarına', 'hangi', 'sayfadan', 'bakıyoruz']"
m23iQ3uJrhs,@Hakan_DINC_10,Emeğinize sağlık hocam.,0,0,2023-10-30T21:00:49Z,"['emeğinize', 'sağlık', 'hocam']"
m23iQ3uJrhs,@b.d.708,Hocamm coo sagolunn,0,0,2023-09-27T09:34:39Z,"['hocamm', 'coo', 'sagolunn']"
m23iQ3uJrhs,@ahmettanriverdi5238,Türkiye borsasi tamamen spekülatif hareket ediyor. Bu analizler ise yaramiyor bence.,0,0,2023-09-22T23:21:28Z,"['türkiye', 'borsasi', 'tamamen', 'spekülatif', 'hareket', 'ediyor', 'analizler', 'yaramiyor', 'bence']"
m23iQ3uJrhs,@Atlas-Dunya,04:39 f/k senelik amorti anlamında değil mi? kardemir a ve b daha iyi olması gerek daha kısa süre çünkü?,0,0,2023-09-19T15:31:47Z,"['0439', 'fk', 'senelik', 'amorti', 'anlamında', 'değil', 'mi', 'kardemir', 'a', 'b', 'iyi', 'olması', 'gerek', 'kısa', 'süre']"
m23iQ3uJrhs,@okanyildiz8761,Teşekkürler...,0,0,2023-09-19T08:13:40Z,['teşekkürler']
m23iQ3uJrhs,@huseyinenderbulut2514,Ağzınıza sağlık. Teşekkürler,0,0,2023-09-18T12:18:58Z,"['ağzınıza', 'sağlık', 'teşekkürler']"
0-zbzyJ73vs,@omerotar337,Hiç bişey anlamadım,0,0,2024-11-10T16:54:21Z,"['bişey', 'anlamadım']"
0-zbzyJ73vs,@gitarist7058,İSRAİL USLU DURMADIKÇA BU KRİPTO DÜNYASI İFLA OLMAZ NASIL BİR ÜLKEDİR NASIL BİR SİSTEMDİR DÜNYADA OLUMSUZKLUGU HİÇ SEVMİYOR HEP GÜLLİK GÜLİSTANLIK OLSUN Kİ YÜKSELEYİM DİYOR ASLINDA ALT KRİPTO DÜNYASI,0,0,2024-11-01T13:30:31Z,"['israil', 'uslu', 'durmadikça', 'kripto', 'dünyasi', 'ifla', 'olmaz', 'nasil', 'bir', 'ülkedir', 'nasil', 'bir', 'sistemdir', 'dünyada', 'olumsuzklugu', 'sevmiyor', 'güllik', 'gülistanlik', 'olsun', 'yükseleyim', 'diyor', 'aslinda', 'alt', 'kripto', 'dünyasi']"
0-zbzyJ73vs,@EmliyMirzezade,"Selam 
Emeyinza iyilk saglk hocam 
Basarilar",1,0,2024-10-20T18:58:27Z,"['selam', 'emeyinza', 'iyilk', 'saglk', 'hocam', 'basarilar']"
0-zbzyJ73vs,@turlaser,başarılar  kardeşim  samimi  5 yıldan beri  analiz izlerim kendim yaparım  herkezin analizi  aldıgı  risk  parasıyla  ölçülüdür  bu piyasada  yeni başlıyanlar  İZLESİN KESİNLİKLE,0,0,2024-10-15T15:28:23Z,"['başarılar', 'kardeşim', 'samimi', '5', 'yıldan', 'beri', 'analiz', 'izlerim', 'kendim', 'yaparım', 'herkezin', 'analizi', 'aldıgı', 'risk', 'parasıyla', 'ölçülüdür', 'piyasada', 'yeni', 'başlıyanlar', 'izlesin', 'kesinlikle']"
0-zbzyJ73vs,@aqtaii,"Mükemmel anlatım, emeğine sağlık",2,0,2024-10-09T15:23:51Z,"['mükemmel', 'anlatım', 'emeğine', 'sağlık']"
0-zbzyJ73vs,@tanertahirdogan531,❤Elinize emeğinize sağlık. Gercekten temeli bu video ile attım diyebilirim. Şimdi de üstüne koyma zamanı 😂❤,0,0,2024-10-09T07:34:56Z,"['elinize', 'emeğinize', 'sağlık', 'gercekten', 'temeli', 'video', 'attım', 'diyebilirim', 'şimdi', 'üstüne', 'koyma', 'zamanı']"
0-zbzyJ73vs,@xDearLy,Teknik analiz dünyanın en boş olayı,0,2,2024-09-20T07:18:09Z,"['teknik', 'analiz', 'dünyanın', 'boş', 'olayı']"
0-zbzyJ73vs,@jayleeschauman,"Açıklama için teşekkürler! Konuyla biraz alakasız, ama sormak istedim: OKX cüzdanımda USDT bulunuyor ve kurtarma cümlesine sahibim. (air carpet target dish off jeans toilet sweet piano spoil fruit essay). Bunları Binance'e nasıl taşıyacağımı açıklayabilir misiniz?",0,0,2024-09-18T06:30:30Z,"['açıklama', 'teşekkürler', 'konuyla', 'biraz', 'alakasız', 'sormak', 'istedim', 'okx', 'cüzdanımda', 'usdt', 'bulunuyor', 'kurtarma', 'cümlesine', 'sahibim', 'air', 'carpet', 'target', 'dish', 'off', 'jeans', 'toilet', 'sweet', 'piano', 'spoil', 'fruit', 'essay', 'bunları', 'binancee', 'taşıyacağımı', 'açıklayabilir', 'misiniz']"
0-zbzyJ73vs,@Kayaberlin4418,"Pozisyon falan küçük yatırımcıyı yutmak için yapılmış yalan şeylerdir 10 kere olur 1 i tutar aksine herkes zengin olurdu sonlara doğru o formasyona benzer ama bi anda mumu aşağı çekerler kripto kurucusu değil büyük alım satım yapan kişilerden bahsediyorum balina deniyor,o kişiler milyon dolarlık alım yaptığı için piyasanın %40 ı onlarda dönüyor ve kolayca manipüle edebiliyorlar.",0,0,2024-08-26T14:22:09Z,"['pozisyon', 'falan', 'küçük', 'yatırımcıyı', 'yutmak', 'yapılmış', 'yalan', 'şeylerdir', '10', 'kere', 'olur', '1', 'i', 'tutar', 'aksine', 'herkes', 'zengin', 'olurdu', 'sonlara', 'doğru', 'formasyona', 'benzer', 'bi', 'anda', 'mumu', 'aşağı', 'çekerler', 'kripto', 'kurucusu', 'değil', 'büyük', 'alım', 'satım', 'yapan', 'kişilerden', 'bahsediyorum', 'balina', 'deniyoro', 'kişiler', 'milyon', 'dolarlık', 'alım', 'yaptığı', 'piyasanın', '40', 'ı', 'onlarda', 'dönüyor', 'kolayca', 'manipüle', 'edebiliyorlar']"
0-zbzyJ73vs,@hanisyofficial,"11:31 Birisi RSI' yı böyle anlatıyorsa sağ üst köşeden kapatı tıklayın, paranız cebinizde kalsın.",0,0,2024-08-23T16:37:54Z,"['1131', 'birisi', 'rsi', 'yı', 'böyle', 'anlatıyorsa', 'sağ', 'üst', 'köşeden', 'kapatı', 'tıklayın', 'paranız', 'cebinizde', 'kalsın']"
0-zbzyJ73vs,@fireplaceeveryday,hiç bişi anlamadım,0,0,2024-08-12T13:19:37Z,"['bişi', 'anlamadım']"
0-zbzyJ73vs,@simsek4306,Tahtaya Çivi çakar gibi vermişsiniz bilgileri hocam. Müthiş anlatım👍,1,0,2024-08-02T05:08:54Z,"['tahtaya', 'çivi', 'çakar', 'vermişsiniz', 'bilgileri', 'hocam', 'müthiş', 'anlatım']"
0-zbzyJ73vs,@sabanbatmaz6952,Benim tanıdığım Barcelona bu değil,0,0,2024-07-20T14:31:09Z,"['benim', 'tanıdığım', 'barcelona', 'değil']"
0-zbzyJ73vs,@emremicrosoft5321,4:06 ~ teknik analiz sonuç vermesi için değildir.,1,0,2024-07-10T17:13:09Z,"['406', 'teknik', 'analiz', 'sonuç', 'vermesi', 'değildir']"
0-zbzyJ73vs,@eminatar,Ne muhteşem bir video olmuş. Teşekkür ederim,0,0,2024-06-30T18:49:44Z,"['muhteşem', 'bir', 'video', 'olmuş', 'teşekkür', 'ederim']"
0-zbzyJ73vs,@Metehantugrul,Hacı emir sen şimdi ne öğrettin öğüt vermekten başka ?,2,0,2024-06-30T09:12:26Z,"['hacı', 'emir', 'sen', 'şimdi', 'öğrettin', 'öğüt', 'vermekten', 'başka']"
0-zbzyJ73vs,@osmanonat4189,Usta bu şekillere 15 dklık olan şekle göre mi analiz yapıyorsunuz 1 saate göre mi,0,0,2024-06-24T19:51:04Z,"['usta', 'şekillere', '15', 'dklık', 'olan', 'şekle', 'göre', 'mi', 'analiz', 'yapıyorsunuz', '1', 'saate', 'göre', 'mi']"
0-zbzyJ73vs,@KaderToprak-hr6qi,Emir sen ne anlattın kardeşim bu videoda ..teknik analizmi 😅,0,0,2024-06-24T01:55:24Z,"['emir', 'sen', 'anlattın', 'kardeşim', 'videoda', 'teknik', 'analizmi']"
0-zbzyJ73vs,@ardatoprakgul9902,reis videoyu izlerken BtcTurk hacklendi ...,0,0,2024-06-22T23:40:30Z,"['reis', 'videoyu', 'izlerken', 'btcturk', 'hacklendi']"
0-zbzyJ73vs,@mustafasahin1948,Grafiklerin içinden geçip mumları bize monte ediyorlar.. 😊,0,0,2024-06-16T23:53:46Z,"['grafiklerin', 'içinden', 'geçip', 'mumları', 'bize', 'monte', 'ediyorlar']"
VEF_xt-AYaM,@Aslan7293,Çok güzel anlatıyorsunuz👏👏 teşekkürler ilk defa bu videoyu izledim fakat ben yine de qnlamiyorum acaba ilk izlemem gereken başka bir video mu yani bunlar sıralı mı ilk defa izleyen için bu video mu başka bir videonuzu mu önerirsiniz,0,0,2024-11-08T21:04:47Z,"['güzel', 'anlatıyorsunuz', 'teşekkürler', 'ilk', 'videoyu', 'izledim', 'fakat', 'ben', 'yine', 'qnlamiyorum', 'ilk', 'izlemem', 'gereken', 'başka', 'bir', 'video', 'bunlar', 'sıralı', 'ilk', 'izleyen', 'video', 'başka', 'bir', 'videonuzu', 'önerirsiniz']"
VEF_xt-AYaM,@ertugrul7450,Bir video izledim. Cok begendim. Takibe alacagim,0,0,2024-10-25T19:33:59Z,"['bir', 'video', 'izledim', 'cok', 'begendim', 'takibe', 'alacagim']"
VEF_xt-AYaM,@bulentyldrm9692,Teşekkürler,0,0,2024-10-21T00:21:55Z,['teşekkürler']
VEF_xt-AYaM,@semihosmanoglu,Emeğinize sağlık hocam 👍🏾,0,0,2024-09-02T12:35:40Z,"['emeğinize', 'sağlık', 'hocam']"
VEF_xt-AYaM,@mutluzamanatolyesi-happyti7383,Çok teşekkür ederim,0,0,2024-08-31T16:13:14Z,"['teşekkür', 'ederim']"
VEF_xt-AYaM,@seyitcan5737,Emeklerine sağlık üstadım. Teşekkürler.,0,0,2024-08-25T13:23:46Z,"['emeklerine', 'sağlık', 'üstadım', 'teşekkürler']"
VEF_xt-AYaM,@tugrulcanbazoglu2642,"Erdem bey eğitim videolarınız gerçekten mükemmel.Şöyle bir sorum var.Bugün aylık bazda XAUUSD grafiğini incelerken yükselen trend çizgisinin lineer çizimde yukarı kırıldığını,ancak log grafikte kırılmadığını gördüm.Bu durumda hangi grafiği baz almalıyız.Tendin kırıldığını mı yoksa kırılmadığını mı kabul edeceğiz.teşekkürler.",0,0,2024-08-03T05:24:53Z,"['erdem', 'bey', 'eğitim', 'videolarınız', 'gerçekten', 'mükemmelşöyle', 'bir', 'sorum', 'varbugün', 'aylık', 'bazda', 'xauusd', 'grafiğini', 'incelerken', 'yükselen', 'trend', 'çizgisinin', 'lineer', 'çizimde', 'yukarı', 'kırıldığınıancak', 'log', 'grafikte', 'kırılmadığını', 'gördümbu', 'durumda', 'hangi', 'grafiği', 'baz', 'almalıyıztendin', 'kırıldığını', 'yoksa', 'kırılmadığını', 'kabul', 'edeceğizteşekkürler']"
VEF_xt-AYaM,@mehmetkaradag9364,hocam çoğunluk  tradındview de . neden kullanmadınız..,0,1,2024-07-30T21:20:42Z,"['hocam', 'çoğunluk', 'tradındview', 'kullanmadınız']"
VEF_xt-AYaM,@mahmutakcan4257,Emeğine sağlık kardeşim,1,0,2024-07-28T22:52:16Z,"['emeğine', 'sağlık', 'kardeşim']"
VEF_xt-AYaM,@Big_Dream_Trader,Ben 3 dakikalık Zaman açıp al sat yapıyorum. Dey tarde yapıyorum en iyisi  Mumlar hangi dakika olan mumlardır?,0,0,2024-07-04T21:53:29Z,"['ben', '3', 'dakikalık', 'zaman', 'açıp', 'al', 'sat', 'yapıyorum', 'dey', 'tarde', 'yapıyorum', 'iyisi', 'mumlar', 'hangi', 'dakika', 'olan', 'mumlardır']"
VEF_xt-AYaM,@omerkinaci1688,CGJGFDF,0,0,2024-06-29T12:42:13Z,['cgjgfdf']
VEF_xt-AYaM,@kerim.1903,Emeğinize sağlık,0,0,2024-06-22T14:28:54Z,"['emeğinize', 'sağlık']"
VEF_xt-AYaM,@piendustri7610,"Video guzel,  aylık inceleme  yaptıktan sonra aynı grafık uzerınden haftalık ,saatlık, dakıkalık incelemeyıde sonuna kadar incelermisiniz",0,0,2024-06-11T06:28:27Z,"['video', 'guzel', 'aylık', 'inceleme', 'yaptıktan', 'sonra', 'aynı', 'grafık', 'uzerınden', 'haftalık', 'saatlık', 'dakıkalık', 'incelemeyıde', 'sonuna', 'kadar', 'incelermisiniz']"
VEF_xt-AYaM,@yagzguzeler7395,Dislike,0,0,2024-06-10T22:09:44Z,['dislike']
VEF_xt-AYaM,@biroloztekin6142,"Acaba investing de 1 Türk hissesini usd bazinda kaydedip, üzerine indikatorler ekleyip kaydedebilir muyuz",0,0,2024-06-08T08:45:39Z,"['investing', '1', 'türk', 'hissesini', 'usd', 'bazinda', 'kaydedip', 'üzerine', 'indikatorler', 'ekleyip', 'kaydedebilir', 'muyuz']"
VEF_xt-AYaM,@atillaaydogar8579,"Hocam hariaka bir anlatım, teknil öğrendikçe  bu bilgilerin ne olduğunu daha iyi anlıyor ve anlatış tarzınıza hayran kalıyorum.Teşekkürler..",1,0,2024-05-31T20:12:36Z,"['hocam', 'hariaka', 'bir', 'anlatım', 'teknil', 'öğrendikçe', 'bilgilerin', 'olduğunu', 'iyi', 'anlıyor', 'anlatış', 'tarzınıza', 'hayran', 'kalıyorumteşekkürler']"
VEF_xt-AYaM,@legendworldtv,Hocam sizi keşfettim bu grafik olayını sizden dinledim anladım çook saolun,1,0,2024-05-30T18:46:17Z,"['hocam', 'sizi', 'keşfettim', 'grafik', 'olayını', 'sizden', 'dinledim', 'anladım', 'çook', 'saolun']"
VEF_xt-AYaM,@epicmoment1559,HOCAMMM TÜRKİYEDE YAŞIYORUZZ BİR ANDA SUİKAST OLUYOR OLUYOR BOMBA PATLIYOR BORSA KALMIYOR NE CİZGİSİ,0,0,2024-05-13T20:02:14Z,"['hocammm', 'türkiyede', 'yaşiyoruzz', 'bir', 'anda', 'suikast', 'oluyor', 'oluyor', 'bomba', 'patliyor', 'borsa', 'kalmiyor', 'cizgisi']"
VEF_xt-AYaM,@ismailrasid1501,"Hocam bu güzel video için teşekkür ederim, emeğinize sağlık! Peki hisselerde bölünmeler olabiliyor, dolayısıyla dolar bazında da grafikte fiyatı düşmüş oluyor, böyle bir durumda grafiği nasıl inceleyebiliriz?",0,0,2024-04-12T12:38:40Z,"['hocam', 'güzel', 'video', 'teşekkür', 'ederim', 'emeğinize', 'sağlık', 'peki', 'hisselerde', 'bölünmeler', 'olabiliyor', 'dolayısıyla', 'dolar', 'bazında', 'grafikte', 'fiyatı', 'düşmüş', 'oluyor', 'böyle', 'bir', 'durumda', 'grafiği', 'inceleyebiliriz']"
VEF_xt-AYaM,@AhmetBahçecioğlu-u3w,"Erdem Bey videonuzu yeni izliyorum ve çok beğendim,dip ve tepeleri nasıl işaretlediniz,açıklarmısınız?",0,0,2024-04-06T14:09:01Z,"['erdem', 'bey', 'videonuzu', 'yeni', 'izliyorum', 'beğendimdip', 'tepeleri', 'işaretledinizaçıklarmısınız']"
dxnonNY521c,@DogukanLive,"Kripto Para Eğitim Oynatma Listeleri: 

👁Binance Futures Eğitim Serisi: https://www.youtube.com/playlist?list=PLygdWzeugd9EZEJk_V0OTCyK0OnQBrlBF

👁Borsa Rehberi: https://www.youtube.com/playlist?list=PLygdWzeugd9H4gLlI67ARuRqk_7_Gde3R",5,1,2023-04-09T17:30:26Z,"['kripto', 'para', 'eğitim', 'oynatma', 'listeleri', 'binance', 'futures', 'eğitim', 'serisi', 'borsa', 'rehberi']"
dxnonNY521c,@HuseyinYavsan-t1u,Selamlar kolay gelsin,0,0,2024-11-11T08:19:45Z,"['selamlar', 'kolay', 'gelsin']"
dxnonNY521c,@MountainTea-k2x,Üstad emeğine sağlık. Gerçekten sade ve on numara anlatım ile şimdi anladım. Sayenizde. Başarılarınızın devamını dilerim,0,0,2024-11-08T15:42:34Z,"['üstad', 'emeğine', 'sağlık', 'gerçekten', 'sade', 'on', 'numara', 'anlatım', 'şimdi', 'anladım', 'sayenizde', 'başarılarınızın', 'devamını', 'dilerim']"
dxnonNY521c,@erkinulupnar6451,sesinden güven akıyor abi temel analizi izleyecektim sesin beni buraya çekti,0,0,2024-10-19T10:59:29Z,"['sesinden', 'güven', 'akıyor', 'abi', 'temel', 'analizi', 'izleyecektim', 'sesin', 'beni', 'buraya', 'çekti']"
dxnonNY521c,@Zekaiİnce-y7t,Emeğine yüreğine sağlık olsun devamı olur inşallah,0,0,2024-10-11T20:01:01Z,"['emeğine', 'yüreğine', 'sağlık', 'olsun', 'devamı', 'olur', 'inşallah']"
dxnonNY521c,@ateskaya1829,Nerdeyse 5 saattir izliyorum seni izlediklerim arasinda en güzel ve anlamasi en kolay sekilde gösteren sensin abi iyiki varsın ❤,0,1,2024-10-06T17:42:09Z,"['nerdeyse', '5', 'saattir', 'izliyorum', 'seni', 'izlediklerim', 'arasinda', 'güzel', 'anlamasi', 'kolay', 'sekilde', 'gösteren', 'sensin', 'abi', 'iyiki', 'varsın']"
dxnonNY521c,@glkmify,Birsürü kanal gezdim. En en en kısa anlatım buydu. Teşekkür ederim,0,0,2024-10-05T06:47:07Z,"['birsürü', 'kanal', 'gezdim', 'kısa', 'anlatım', 'buydu', 'teşekkür', 'ederim']"
dxnonNY521c,@fight1night,Bu bilgiler kısa dönem için geçerli mi ??,0,1,2024-10-02T22:17:43Z,"['bilgiler', 'kısa', 'dönem', 'geçerli', 'mi']"
dxnonNY521c,@Pleeqx,Doğukan bey Kripto borsasında price action işliyormu ?,0,0,2024-09-29T12:00:50Z,"['doğukan', 'bey', 'kripto', 'borsasında', 'price', 'action', 'işliyormu']"
dxnonNY521c,@TURK-tt5ty,en çok kazandıran basit olan  yanılma payıu az olan bir metod videosu yaparmısın  böyle bir video yaptıysanız  o videonun konu başlığını kopyalayıp cevap verirmisiniz,0,0,2024-09-02T14:27:36Z,"['kazandıran', 'basit', 'olan', 'yanılma', 'payıu', 'olan', 'bir', 'metod', 'videosu', 'yaparmısın', 'böyle', 'bir', 'video', 'yaptıysanız', 'videonun', 'konu', 'başlığını', 'kopyalayıp', 'cevap', 'verirmisiniz']"
dxnonNY521c,@TURK-tt5ty,çok iyi bilgiler verdiniz 👍,0,0,2024-09-02T14:22:13Z,"['iyi', 'bilgiler', 'verdiniz']"
dxnonNY521c,@murattopcuoglu5634,Ben yeniyim ve borsada işlem yapmak istiyorum devam ederseniz videolara memnun olurum temettüleri anlatmanızi bekliyorum👍,0,0,2024-08-31T15:37:01Z,"['ben', 'yeniyim', 'borsada', 'işlem', 'yapmak', 'istiyorum', 'devam', 'ederseniz', 'videolara', 'memnun', 'olurum', 'temettüleri', 'anlatmanızi', 'bekliyorum']"
dxnonNY521c,@isaak1689,Teşekkürler,0,0,2024-08-30T19:32:36Z,['teşekkürler']
dxnonNY521c,@doguturkey,Hocam kriptoda grafik işi hikaye. Asıl tahtacı takibini öğrenmek lazım. Oyunu onlar kuruyor,0,0,2024-08-24T15:47:40Z,"['hocam', 'kriptoda', 'grafik', 'işi', 'hikaye', 'asıl', 'tahtacı', 'takibini', 'öğrenmek', 'lazım', 'oyunu', 'onlar', 'kuruyor']"
dxnonNY521c,@yavuzsrmal6393,"çok güzel basit ve net bir şekilde anlatmış, Ağzınıza sağlık Doğukan Bey, böyle video anlatımlarınızı bekliyoruz.",1,0,2024-08-12T16:34:13Z,"['güzel', 'basit', 'net', 'bir', 'şekilde', 'anlatmış', 'ağzınıza', 'sağlık', 'doğukan', 'bey', 'böyle', 'video', 'anlatımlarınızı', 'bekliyoruz']"
dxnonNY521c,@dreamleaguesoccergamer8404,İki günde hayran oldum be abi kralsın 👑,0,0,2024-07-30T23:43:41Z,"['iki', 'günde', 'hayran', 'oldum', 'be', 'abi', 'kralsın']"
dxnonNY521c,@MN-NUR,abi davami gelsin,0,0,2024-07-28T12:08:34Z,"['abi', 'davami', 'gelsin']"
dxnonNY521c,@ramazanozdemir8772,Binance globalden direk nasıl para çekebilirim bilgisi olan yardımcı olabilirmi,0,0,2024-07-17T18:56:03Z,"['binance', 'globalden', 'direk', 'para', 'çekebilirim', 'bilgisi', 'olan', 'yardımcı', 'olabilirmi']"
dxnonNY521c,@Mrzafer57,devamını çekersen iyi olur  abi para lazım,0,0,2024-07-08T13:09:51Z,"['devamını', 'çekersen', 'iyi', 'olur', 'abi', 'para', 'lazım']"
dxnonNY521c,@ikiqardas9899,Abi bu tür videolar gelsin.Seviliyorsun.,0,0,2024-07-01T21:58:13Z,"['abi', 'tür', 'videolar', 'gelsinseviliyorsun']"
FiBWzAIX_Kc,@ug8210,tesekkurler,0,0,2024-10-25T12:59:53Z,['tesekkurler']
FiBWzAIX_Kc,@tayfuncelik6492,Yabanci borsalar icin de yapar misiniz,0,1,2024-10-03T11:42:33Z,"['yabanci', 'borsalar', 'icin', 'yapar', 'misiniz']"
FiBWzAIX_Kc,@samidemirkran1855,Emeğine sağlık teşekkürler hocam ♥️,0,0,2024-07-13T15:23:11Z,"['emeğine', 'sağlık', 'teşekkürler', 'hocam']"
FiBWzAIX_Kc,@mtmt8623,"Selam 2024 den gelecekten geldimm... Benzin 42 TL/Litre... Dalır: 32,20 TL/ Dalır...",0,0,2024-06-05T14:56:23Z,"['selam', '2024', 'den', 'gelecekten', 'geldimm', 'benzin', '42', 'tllitre', 'dalır', '3220', 'tl', 'dalır']"
FiBWzAIX_Kc,@atillaaydogar8579,"Hocam çok teşekkürler, sizi beğenerek takip ediyorum harikasınız.Bir sorum olacak bu kaufman hareketli ortalama ile Kıvanç hocanın yazdığı Mavilim arasındaki fark nedir ? Sizce hangisi daha etkili ?",0,1,2024-05-26T12:04:08Z,"['hocam', 'teşekkürler', 'sizi', 'beğenerek', 'takip', 'ediyorum', 'harikasınızbir', 'sorum', 'olacak', 'kaufman', 'hareketli', 'ortalama', 'kıvanç', 'hocanın', 'yazdığı', 'mavilim', 'arasındaki', 'fark', 'nedir', 'sizce', 'hangisi', 'etkili']"
FiBWzAIX_Kc,@buanoan,Teşekkürler,0,0,2024-05-02T10:48:42Z,['teşekkürler']
FiBWzAIX_Kc,@semihsemih6612,Kaç sene geçti hala arada bakar izlerim. Emeğinize sağlık hocam,0,0,2024-04-07T19:27:05Z,"['kaç', 'sene', 'geçti', 'hala', 'arada', 'bakar', 'izlerim', 'emeğinize', 'sağlık', 'hocam']"
FiBWzAIX_Kc,@dilek2222,👏👏🍀🍀🌻🌻,0,0,2024-04-07T09:36:26Z,[]
FiBWzAIX_Kc,@yldrmcs,"Tesekkurler, tek ekleyecegim sey bu videoya small cap stocklarda bu indicatorler cok anlamli olmuyor genelde fakat Apple, Amazon gibi big cap stocklarda veya SPY'da daha dogru calisiyor. Yalniz tabi bu indikatorlere bakarak her zaman para kazanamazsiniz, bunlar sadece fikir verir, yuksek olasiliklari gosterir yani, kesinlik vermez.",0,0,2024-04-06T05:31:55Z,"['tesekkurler', 'tek', 'ekleyecegim', 'sey', 'videoya', 'small', 'cap', 'stocklarda', 'indicatorler', 'cok', 'anlamli', 'olmuyor', 'genelde', 'fakat', 'apple', 'amazon', 'big', 'cap', 'stocklarda', 'spyda', 'dogru', 'calisiyor', 'yalniz', 'tabi', 'indikatorlere', 'bakarak', 'zaman', 'para', 'kazanamazsiniz', 'bunlar', 'sadece', 'fikir', 'verir', 'yuksek', 'olasiliklari', 'gosterir', 'kesinlik', 'vermez']"
FiBWzAIX_Kc,@Rahil-lz6gq,Yorumdaki arkadaşlara sormak istiyorum. Wave Trend with Crosses'da 15dklık bir mumda renk önce sarıya döndü ama sonra kırmızı oldu. Ne kadarlık bir sürelik sarı mumu alış fırsatı olarak kabul ediyorsunuz acaba?,0,0,2024-04-02T10:59:53Z,"['yorumdaki', 'arkadaşlara', 'sormak', 'istiyorum', 'wave', 'trend', 'with', 'crossesda', '15dklık', 'bir', 'mumda', 'renk', 'önce', 'sarıya', 'döndü', 'sonra', 'kırmızı', 'oldu', 'kadarlık', 'bir', 'sürelik', 'sarı', 'mumu', 'alış', 'fırsatı', 'olarak', 'kabul', 'ediyorsunuz']"
FiBWzAIX_Kc,@ataberkkaratas4571,"Selamlar hocam. Anlatımınız için teşekkürler. Bugün kanalınızı yeni keşfettim, tavrınız ve diksiyonunuz çok düzgün. Borsaya yeni başlayan birisi olarak sizden çok şey öğreneceğimi düşünüyorum.",0,0,2024-03-29T19:17:19Z,"['selamlar', 'hocam', 'anlatımınız', 'teşekkürler', 'bugün', 'kanalınızı', 'yeni', 'keşfettim', 'tavrınız', 'diksiyonunuz', 'düzgün', 'borsaya', 'yeni', 'başlayan', 'birisi', 'olarak', 'sizden', 'öğreneceğimi', 'düşünüyorum']"
